sale_id,date,city,store_format,category,item,quantity,unit_price,sales_amount
4596,2026-04-28,Bengaluru,Flagship,Coffee,Filter Coffee,1,60,61.75
4597,2026-04-28,Bengaluru,Flagship,Merchandise,Tumbler,1,550,542.13
4598,2026-04-28,Bengaluru,Flagship,Coffee,Filter Coffee,1,60,58.92
4599,2026-04-28,Bengaluru,Flagship,Coffee,Cold Brew,3,180,523.86
4600,2026-04-28,Bengaluru,Flagship,Bakery,Croissant,1,90,89.43
4601,2026-04-28,Bengaluru,Flagship,Coffee,Espresso,1,120,117.74
4602,2026-04-28,Bengaluru,Flagship,Coffee,Espresso,2,120,239.24
4603,2026-04-28,Bengaluru,Flagship,Bakery,Croissant,1,90,91.53
4604,2026-04-28,Bengaluru,Flagship,Bakery,Muffin,1,70,71.5
4605,2026-04-28,Bengaluru,Flagship,Bakery,Muffin,1,70,71.64
4606,2026-04-28,Bengaluru,Flagship,Bakery,Muffin,1,70,69.46
4607,2026-04-28,Bengaluru,Flagship,Coffee,Filter Coffee,3,60,184.25
4608,2026-04-28,Bengaluru,Flagship,Merchandise,Mug,1,350,348.33
4609,2026-04-28,Bengaluru,Flagship,Bakery,Muffin,1,70,71.2
4610,2026-04-28,Bengaluru,Flagship,Merchandise,Tumbler,1,550,536.79
4611,2026-04-28,Bengaluru,Flagship,Coffee,Cold Brew,3,180,527.9
4612,2026-04-28,Bengaluru,Flagship,Coffee,Cold Brew,1,180,179.53
4613,2026-04-28,Bengaluru,Flagship,Bakery,Croissant,1,90,89.92
4614,2026-04-28,Bengaluru,Flagship,Coffee,Filter Coffee,3,60,177.79
4615,2026-04-28,Bengaluru,Flagship,Coffee,Filter Coffee,2,60,122.27
4616,2026-04-28,Bengaluru,Flagship,Bakery,Croissant,1,90,90.84
4617,2026-04-28,Bengaluru,Flagship,Bakery,Croissant,1,90,91.14
4618,2026-04-28,Bengaluru,Kiosk,Bakery,Croissant,2,90,176.85
4619,2026-04-28,Bengaluru,Kiosk,Bakery,Croissant,1,90,88.99
4620,2026-04-28,Bengaluru,Kiosk,Bakery,Muffin,1,70,70.29
4621,2026-04-28,Bengaluru,Kiosk,Bakery,Muffin,2,70,138.76
4622,2026-04-28,Bengaluru,Kiosk,Coffee,Espresso,2,120,234.04
4623,2026-04-28,Bengaluru,Kiosk,Coffee,Cappuccino,1,140,140.89
4624,2026-04-28,Bengaluru,Kiosk,Coffee,Espresso,1,120,118.45
4625,2026-04-28,Bengaluru,Kiosk,Coffee,Espresso,2,120,238.46
4626,2026-04-28,Bengaluru,Kiosk,Bakery,Brownie,1,110,109.1
4627,2026-04-28,Bengaluru,Drive-Thru,Coffee,Cold Brew,3,180,547.01
4628,2026-04-28,Bengaluru,Drive-Thru,Merchandise,Mug,1,350,348.13
4629,2026-04-28,Bengaluru,Drive-Thru,Merchandise,Coffee Beans Pack,2,450,878.84
4630,2026-04-28,Bengaluru,Drive-Thru,Merchandise,Coffee Beans Pack,3,450,1339.49
4631,2026-04-28,Bengaluru,Drive-Thru,Bakery,Croissant,2,90,175.98
4632,2026-04-28,Bengaluru,Drive-Thru,Bakery,Brownie,1,110,107.3
4633,2026-04-28,Bengaluru,Drive-Thru,Merchandise,Coffee Beans Pack,1,450,460.74
4634,2026-04-28,Bengaluru,Drive-Thru,Coffee,Espresso,2,120,235.69
4635,2026-04-28,Bengaluru,Drive-Thru,Coffee,Espresso,2,120,240.37
4636,2026-04-28,Bengaluru,Drive-Thru,Coffee,Cold Brew,1,180,177.71
4637,2026-04-28,Bengaluru,Drive-Thru,Bakery,Muffin,1,70,69.78
4638,2026-04-28,Bengaluru,Drive-Thru,Coffee,Cold Brew,3,180,555.71
4639,2026-04-28,Hyderabad,Flagship,Coffee,Cappuccino,2,140,276.15
4640,2026-04-28,Hyderabad,Flagship,Merchandise,Coffee Beans Pack,1,450,457.21
4641,2026-04-28,Hyderabad,Flagship,Bakery,Muffin,1,70,68.09
4642,2026-04-28,Hyderabad,Flagship,Bakery,Croissant,1,90,92.12
4643,2026-04-28,Hyderabad,Flagship,Bakery,Brownie,1,110,107.29
4644,2026-04-28,Hyderabad,Flagship,Coffee,Cappuccino,2,140,288.11
4645,2026-04-28,Hyderabad,Flagship,Coffee,Cold Brew,2,180,349.43
4646,2026-04-28,Hyderabad,Flagship,Coffee,Cold Brew,4,180,730.94
4647,2026-04-28,Hyderabad,Flagship,Merchandise,Coffee Beans Pack,1,450,442.61
4648,2026-04-28,Hyderabad,Flagship,Coffee,Cappuccino,1,140,138.09
4649,2026-04-28,Hyderabad,Flagship,Merchandise,Coffee Beans Pack,2,450,873.03
4650,2026-04-28,Hyderabad,Flagship,Coffee,Filter Coffee,1,60,59.6
4651,2026-04-28,Hyderabad,Flagship,Merchandise,Tumbler,1,550,559.18
4652,2026-04-28,Hyderabad,Flagship,Coffee,Filter Coffee,1,60,58.3
4653,2026-04-28,Hyderabad,Flagship,Coffee,Espresso,2,120,242.1
4654,2026-04-28,Hyderabad,Flagship,Bakery,Brownie,2,110,220.42
4655,2026-04-28,Hyderabad,Flagship,Merchandise,Coffee Beans Pack,2,450,877.34
4656,2026-04-28,Hyderabad,Flagship,Merchandise,Mug,2,350,719.25
4657,2026-04-28,Hyderabad,Flagship,Coffee,Espresso,1,120,122.15
4658,2026-04-28,Hyderabad,Kiosk,Bakery,Muffin,1,70,68.65
4659,2026-04-28,Hyderabad,Kiosk,Bakery,Brownie,1,110,108.76
4660,2026-04-28,Hyderabad,Kiosk,Bakery,Muffin,1,70,69.7
4661,2026-04-28,Hyderabad,Kiosk,Coffee,Cappuccino,2,140,279.54
4662,2026-04-28,Hyderabad,Kiosk,Coffee,Cold Brew,2,180,362.62
4663,2026-04-28,Hyderabad,Kiosk,Bakery,Muffin,1,70,68.01
4664,2026-04-28,Hyderabad,Kiosk,Bakery,Muffin,2,70,139.0
4665,2026-04-28,Hyderabad,Kiosk,Merchandise,Mug,1,350,352.59
4666,2026-04-28,Hyderabad,Kiosk,Coffee,Espresso,2,120,233.7
4667,2026-04-28,Hyderabad,Kiosk,Merchandise,Mug,1,350,342.43
4668,2026-04-28,Hyderabad,Drive-Thru,Coffee,Cold Brew,2,180,352.01
4669,2026-04-28,Hyderabad,Drive-Thru,Coffee,Cappuccino,1,140,140.13
4670,2026-04-28,Hyderabad,Drive-Thru,Bakery,Muffin,1,70,71.43
4671,2026-04-28,Hyderabad,Drive-Thru,Bakery,Muffin,1,70,69.44
4672,2026-04-28,Hyderabad,Drive-Thru,Coffee,Cold Brew,2,180,369.89
4673,2026-04-28,Hyderabad,Drive-Thru,Coffee,Espresso,1,120,121.93
4674,2026-04-28,Hyderabad,Drive-Thru,Coffee,Cold Brew,2,180,362.92
4675,2026-04-28,Hyderabad,Drive-Thru,Coffee,Espresso,2,120,241.21
4676,2026-04-28,Hyderabad,Drive-Thru,Merchandise,Mug,3,350,1057.76
4677,2026-04-28,Hyderabad,Drive-Thru,Bakery,Croissant,1,90,87.42
4678,2026-04-28,Hyderabad,Drive-Thru,Coffee,Cappuccino,2,140,279.26
4679,2026-04-28,Hyderabad,Drive-Thru,Coffee,Espresso,3,120,366.09
4680,2026-04-28,Hyderabad,Drive-Thru,Bakery,Muffin,1,70,71.38
4681,2026-04-28,Hyderabad,Drive-Thru,Bakery,Brownie,2,110,216.26
4682,2026-04-29,Coimbatore,Flagship,Merchandise,Mug,1,350,355.28
4683,2026-04-29,Coimbatore,Flagship,Bakery,Muffin,2,70,140.26
4684,2026-04-29,Coimbatore,Flagship,Bakery,Muffin,2,70,142.64
4685,2026-04-29,Coimbatore,Flagship,Coffee,Cappuccino,1,140,140.77
4686,2026-04-29,Coimbatore,Flagship,Coffee,Cappuccino,1,140,139.15
4687,2026-04-29,Coimbatore,Flagship,Coffee,Filter Coffee,1,60,61.48
4688,2026-04-29,Coimbatore,Flagship,Bakery,Croissant,1,90,91.78
4689,2026-04-29,Coimbatore,Flagship,Bakery,Muffin,1,70,69.34
4690,2026-04-29,Coimbatore,Flagship,Coffee,Espresso,1,120,121.04
4691,2026-04-29,Coimbatore,Flagship,Bakery,Brownie,3,110,331.03
4692,2026-04-29,Coimbatore,Flagship,Bakery,Croissant,1,90,92.1
4693,2026-04-29,Coimbatore,Flagship,Coffee,Espresso,3,120,366.84
4694,2026-04-29,Coimbatore,Flagship,Coffee,Espresso,1,120,120.36
4695,2026-04-29,Coimbatore,Flagship,Merchandise,Coffee Beans Pack,1,450,445.32
4696,2026-04-29,Coimbatore,Flagship,Coffee,Cappuccino,1,140,142.98
4697,2026-04-29,Coimbatore,Flagship,Merchandise,Tumbler,1,550,552.51
4698,2026-04-29,Coimbatore,Kiosk,Coffee,Espresso,1,120,116.41
4699,2026-04-29,Coimbatore,Kiosk,Coffee,Cappuccino,1,140,138.26
4700,2026-04-29,Coimbatore,Kiosk,Bakery,Muffin,2,70,142.85
4701,2026-04-29,Coimbatore,Kiosk,Coffee,Cappuccino,2,140,281.02
4702,2026-04-29,Coimbatore,Kiosk,Bakery,Brownie,1,110,107.31
4703,2026-04-29,Coimbatore,Drive-Thru,Coffee,Espresso,1,120,117.97
4704,2026-04-29,Coimbatore,Drive-Thru,Merchandise,Coffee Beans Pack,2,450,876.19
4705,2026-04-29,Coimbatore,Drive-Thru,Coffee,Cappuccino,1,140,138.49
4706,2026-04-29,Coimbatore,Drive-Thru,Coffee,Cold Brew,1,180,181.83
4707,2026-04-29,Coimbatore,Drive-Thru,Coffee,Cold Brew,4,180,733.41
4708,2026-04-29,Coimbatore,Drive-Thru,Coffee,Cold Brew,1,180,185.3
4709,2026-04-29,Coimbatore,Drive-Thru,Coffee,Cold Brew,1,180,178.13
4710,2026-04-29,Coimbatore,Drive-Thru,Coffee,Cappuccino,1,140,137.53
4711,2026-04-29,Coimbatore,Drive-Thru,Bakery,Croissant,1,90,90.07
4712,2026-04-29,Chennai,Flagship,Bakery,Muffin,2,70,143.27
4713,2026-04-29,Chennai,Flagship,Coffee,Cold Brew,1,180,179.75
4714,2026-04-29,Chennai,Flagship,Coffee,Cappuccino,1,140,141.99
4715,2026-04-29,Chennai,Flagship,Coffee,Cold Brew,1,180,176.7
4716,2026-04-29,Chennai,Flagship,Merchandise,Mug,2,350,686.36
4717,2026-04-29,Chennai,Flagship,Coffee,Cold Brew,2,180,364.12
4718,2026-04-29,Chennai,Flagship,Coffee,Filter Coffee,3,60,174.98
4719,2026-04-29,Chennai,Flagship,Coffee,Cappuccino,1,140,144.16
4720,2026-04-29,Chennai,Flagship,Coffee,Espresso,2,120,240.19
4721,2026-04-29,Chennai,Flagship,Coffee,Filter Coffee,1,60,60.77
4722,2026-04-29,Chennai,Flagship,Merchandise,Tumbler,3,550,1670.02
4723,2026-04-29,Chennai,Flagship,Coffee,Cold Brew,3,180,554.01
4724,2026-04-29,Chennai,Flagship,Coffee,Espresso,1,120,117.02
4725,2026-04-29,Chennai,Flagship,Coffee,Cold Brew,3,180,549.18
4726,2026-04-29,Chennai,Flagship,Bakery,Brownie,1,110,108.27
4727,2026-04-29,Chennai,Flagship,Coffee,Cold Brew,1,180,182.53
4728,2026-04-29,Chennai,Flagship,Merchandise,Mug,1,350,350.63
4729,2026-04-29,Chennai,Flagship,Coffee,Espresso,1,120,121.05
4730,2026-04-29,Chennai,Flagship,Coffee,Cold Brew,4,180,716.94
4731,2026-04-29,Chennai,Flagship,Coffee,Espresso,2,120,239.95
4732,2026-04-29,Chennai,Flagship,Bakery,Muffin,2,70,143.35
4733,2026-04-29,Chennai,Flagship,Merchandise,Mug,1,350,344.11
4734,2026-04-29,Chennai,Flagship,Merchandise,Tumbler,1,550,544.36
4735,2026-04-29,Chennai,Kiosk,Bakery,Muffin,2,70,136.23
4736,2026-04-29,Chennai,Kiosk,Coffee,Filter Coffee,1,60,60.99
4737,2026-04-29,Chennai,Kiosk,Bakery,Croissant,2,90,182.52
4738,2026-04-29,Chennai,Kiosk,Coffee,Espresso,1,120,120.4
4739,2026-04-29,Chennai,Kiosk,Bakery,Brownie,1,110,108.6
4740,2026-04-29,Chennai,Kiosk,Bakery,Muffin,2,70,143.04
4741,2026-04-29,Chennai,Drive-Thru,Bakery,Muffin,1,70,71.97
4742,2026-04-29,Chennai,Drive-Thru,Coffee,Espresso,2,120,237.96
4743,2026-04-29,Chennai,Drive-Thru,Merchandise,Coffee Beans Pack,1,450,459.33
4744,2026-04-29,Chennai,Drive-Thru,Bakery,Brownie,3,110,324.04
4745,2026-04-29,Chennai,Drive-Thru,Coffee,Espresso,1,120,119.28
4746,2026-04-29,Chennai,Drive-Thru,Coffee,Cold Brew,5,180,918.53
4747,2026-04-29,Chennai,Drive-Thru,Coffee,Cappuccino,1,140,137.59
4748,2026-04-29,Chennai,Drive-Thru,Merchandise,Mug,1,350,359.78
4749,2026-04-29,Chennai,Drive-Thru,Coffee,Espresso,1,120,122.38
4750,2026-04-29,Chennai,Drive-Thru,Coffee,Filter Coffee,2,60,118.15
4751,2026-04-29,Chennai,Drive-Thru,Coffee,Cappuccino,1,140,142.2
4752,2026-04-29,Chennai,Drive-Thru,Merchandise,Coffee Beans Pack,3,450,1341.97
4753,2026-04-29,Bengaluru,Flagship,Coffee,Cold Brew,3,180,534.78
4754,2026-04-29,Bengaluru,Flagship,Coffee,Espresso,1,120,120.07
4755,2026-04-29,Bengaluru,Flagship,Coffee,Filter Coffee,2,60,118.02
4756,2026-04-29,Bengaluru,Flagship,Merchandise,Coffee Beans Pack,1,450,461.61
4757,2026-04-29,Bengaluru,Flagship,Bakery,Brownie,3,110,332.08
4758,2026-04-29,Bengaluru,Flagship,Coffee,Cold Brew,4,180,704.06
4759,2026-04-29,Bengaluru,Flagship,Coffee,Filter Coffee,1,60,61.51
4760,2026-04-29,Bengaluru,Flagship,Coffee,Cappuccino,1,140,136.36
4761,2026-04-29,Bengaluru,Flagship,Bakery,Brownie,1,110,110.01
4762,2026-04-29,Bengaluru,Flagship,Coffee,Espresso,2,120,240.3
4763,2026-04-29,Bengaluru,Flagship,Coffee,Cappuccino,1,140,140.2
4764,2026-04-29,Bengaluru,Flagship,Coffee,Cold Brew,2,180,366.92
4765,2026-04-29,Bengaluru,Flagship,Merchandise,Coffee Beans Pack,1,450,451.42
4766,2026-04-29,Bengaluru,Flagship,Coffee,Espresso,1,120,123.38
4767,2026-04-29,Bengaluru,Flagship,Bakery,Muffin,1,70,69.24
4768,2026-04-29,Bengaluru,Flagship,Bakery,Muffin,1,70,68.04
4769,2026-04-29,Bengaluru,Flagship,Coffee,Espresso,1,120,116.48
4770,2026-04-29,Bengaluru,Flagship,Coffee,Filter Coffee,2,60,116.9
4771,2026-04-29,Bengaluru,Kiosk,Coffee,Cappuccino,1,140,138.43
4772,2026-04-29,Bengaluru,Kiosk,Coffee,Cold Brew,3,180,539.81
4773,2026-04-29,Bengaluru,Kiosk,Bakery,Brownie,1,110,108.4
4774,2026-04-29,Bengaluru,Kiosk,Bakery,Croissant,1,90,92.28
4775,2026-04-29,Bengaluru,Kiosk,Coffee,Cappuccino,2,140,286.37
4776,2026-04-29,Bengaluru,Kiosk,Bakery,Muffin,1,70,70.11
4777,2026-04-29,Bengaluru,Kiosk,Coffee,Espresso,1,120,119.36
4778,2026-04-29,Bengaluru,Kiosk,Coffee,Filter Coffee,1,60,58.74
4779,2026-04-29,Bengaluru,Kiosk,Merchandise,Coffee Beans Pack,1,450,449.85
4780,2026-04-29,Bengaluru,Kiosk,Merchandise,Coffee Beans Pack,1,450,439.65
4781,2026-04-29,Bengaluru,Kiosk,Coffee,Cappuccino,1,140,136.94
4782,2026-04-29,Bengaluru,Kiosk,Coffee,Filter Coffee,1,60,61.19
4783,2026-04-29,Bengaluru,Drive-Thru,Coffee,Espresso,2,120,238.55
4784,2026-04-29,Bengaluru,Drive-Thru,Coffee,Filter Coffee,1,60,61.32
4785,2026-04-29,Bengaluru,Drive-Thru,Merchandise,Tumbler,1,550,544.18
4786,2026-04-29,Bengaluru,Drive-Thru,Coffee,Cold Brew,3,180,523.89
4787,2026-04-29,Bengaluru,Drive-Thru,Coffee,Cappuccino,1,140,138.75
4788,2026-04-29,Bengaluru,Drive-Thru,Coffee,Filter Coffee,1,60,59.9
4789,2026-04-29,Bengaluru,Drive-Thru,Coffee,Cappuccino,2,140,273.74
4790,2026-04-29,Bengaluru,Drive-Thru,Bakery,Croissant,1,90,92.55
4791,2026-04-29,Bengaluru,Drive-Thru,Coffee,Filter Coffee,1,60,61.0
4792,2026-04-29,Bengaluru,Drive-Thru,Coffee,Cold Brew,1,180,175.12
4793,2026-04-29,Bengaluru,Drive-Thru,Coffee,Cold Brew,2,180,366.6
4794,2026-04-29,Bengaluru,Drive-Thru,Coffee,Cold Brew,1,180,182.37
4795,2026-04-29,Bengaluru,Drive-Thru,Bakery,Brownie,1,110,112.06
4796,2026-04-29,Bengaluru,Drive-Thru,Coffee,Filter Coffee,2,60,116.96
4797,2026-04-29,Hyderabad,Flagship,Coffee,Espresso,2,120,236.34
4798,2026-04-29,Hyderabad,Flagship,Coffee,Cappuccino,2,140,277.25
4799,2026-04-29,Hyderabad,Flagship,Coffee,Filter Coffee,2,60,117.98
4800,2026-04-29,Hyderabad,Flagship,Bakery,Croissant,3,90,269.22
4801,2026-04-29,Hyderabad,Flagship,Merchandise,Mug,1,350,357.0
4802,2026-04-29,Hyderabad,Flagship,Bakery,Muffin,3,70,210.1
4803,2026-04-29,Hyderabad,Flagship,Coffee,Filter Coffee,2,60,118.0
4804,2026-04-29,Hyderabad,Flagship,Coffee,Cold Brew,2,180,369.17
4805,2026-04-29,Hyderabad,Flagship,Coffee,Cold Brew,2,180,360.02
4806,2026-04-29,Hyderabad,Flagship,Coffee,Espresso,1,120,120.46
4807,2026-04-29,Hyderabad,Flagship,Bakery,Brownie,1,110,109.3
4808,2026-04-29,Hyderabad,Flagship,Bakery,Muffin,1,70,69.03
4809,2026-04-29,Hyderabad,Flagship,Coffee,Espresso,2,120,239.39
4810,2026-04-29,Hyderabad,Flagship,Coffee,Espresso,1,120,118.66
4811,2026-04-29,Hyderabad,Kiosk,Coffee,Cappuccino,2,140,274.52
4812,2026-04-29,Hyderabad,Kiosk,Coffee,Cold Brew,3,180,523.97
4813,2026-04-29,Hyderabad,Kiosk,Coffee,Filter Coffee,2,60,117.28
4814,2026-04-29,Hyderabad,Kiosk,Coffee,Cold Brew,1,180,176.4
4815,2026-04-29,Hyderabad,Kiosk,Coffee,Cappuccino,1,140,143.04
4816,2026-04-29,Hyderabad,Kiosk,Merchandise,Coffee Beans Pack,1,450,452.25
4817,2026-04-29,Hyderabad,Kiosk,Coffee,Cold Brew,3,180,544.12
4818,2026-04-29,Hyderabad,Kiosk,Coffee,Cappuccino,1,140,141.28
4819,2026-04-29,Hyderabad,Drive-Thru,Coffee,Espresso,3,120,355.95
4820,2026-04-29,Hyderabad,Drive-Thru,Bakery,Croissant,2,90,175.22
4821,2026-04-29,Hyderabad,Drive-Thru,Coffee,Cappuccino,2,140,282.81
4822,2026-04-29,Hyderabad,Drive-Thru,Coffee,Filter Coffee,2,60,116.75
4823,2026-04-29,Hyderabad,Drive-Thru,Bakery,Muffin,2,70,138.79
4824,2026-04-29,Hyderabad,Drive-Thru,Merchandise,Tumbler,2,550,1098.53
4825,2026-04-29,Hyderabad,Drive-Thru,Coffee,Cappuccino,3,140,409.31
4826,2026-04-29,Hyderabad,Drive-Thru,Coffee,Cappuccino,1,140,140.98
4827,2026-04-29,Hyderabad,Drive-Thru,Coffee,Espresso,3,120,370.8
4828,2026-04-29,Hyderabad,Drive-Thru,Bakery,Brownie,1,110,111.67
4829,2026-04-29,Hyderabad,Drive-Thru,Coffee,Filter Coffee,1,60,60.6
4830,2026-04-29,Hyderabad,Drive-Thru,Coffee,Cappuccino,2,140,276.29
4831,2026-04-30,Coimbatore,Flagship,Coffee,Filter Coffee,1,60,58.38
4832,2026-04-30,Coimbatore,Flagship,Coffee,Espresso,1,120,123.42
4833,2026-04-30,Coimbatore,Flagship,Coffee,Cappuccino,2,140,280.99
4834,2026-04-30,Coimbatore,Flagship,Bakery,Brownie,1,110,111.31
4835,2026-04-30,Coimbatore,Flagship,Coffee,Cold Brew,3,180,550.97
4836,2026-04-30,Coimbatore,Flagship,Merchandise,Mug,2,350,686.27
4837,2026-04-30,Coimbatore,Flagship,Coffee,Cappuccino,2,140,275.81
4838,2026-04-30,Coimbatore,Flagship,Bakery,Croissant,2,90,180.68
4839,2026-04-30,Coimbatore,Flagship,Coffee,Filter Coffee,1,60,59.64
4840,2026-04-30,Coimbatore,Flagship,Bakery,Brownie,2,110,219.99
4841,2026-04-30,Coimbatore,Flagship,Bakery,Brownie,3,110,329.49
4842,2026-04-30,Coimbatore,Kiosk,Coffee,Cold Brew,2,180,349.41
4843,2026-04-30,Coimbatore,Kiosk,Bakery,Brownie,2,110,217.78
4844,2026-04-30,Coimbatore,Kiosk,Coffee,Cappuccino,1,140,140.81
4845,2026-04-30,Coimbatore,Kiosk,Coffee,Cappuccino,1,140,137.62
4846,2026-04-30,Coimbatore,Kiosk,Coffee,Espresso,2,120,236.76
4847,2026-04-30,Coimbatore,Kiosk,Coffee,Cappuccino,3,140,409.55
4848,2026-04-30,Coimbatore,Kiosk,Coffee,Espresso,1,120,117.15
4849,2026-04-30,Coimbatore,Kiosk,Bakery,Croissant,1,90,89.87
4850,2026-04-30,Coimbatore,Drive-Thru,Coffee,Espresso,1,120,116.43
4851,2026-04-30,Coimbatore,Drive-Thru,Merchandise,Mug,2,350,686.77
4852,2026-04-30,Coimbatore,Drive-Thru,Bakery,Brownie,1,110,111.51
4853,2026-04-30,Coimbatore,Drive-Thru,Bakery,Croissant,1,90,89.14
4854,2026-04-30,Coimbatore,Drive-Thru,Coffee,Filter Coffee,2,60,117.68
4855,2026-04-30,Coimbatore,Drive-Thru,Coffee,Cold Brew,2,180,353.37
4856,2026-04-30,Coimbatore,Drive-Thru,Coffee,Filter Coffee,1,60,59.98
4857,2026-04-30,Coimbatore,Drive-Thru,Bakery,Muffin,2,70,136.89
4858,2026-04-30,Coimbatore,Drive-Thru,Bakery,Croissant,1,90,90.25
4859,2026-04-30,Coimbatore,Drive-Thru,Coffee,Cappuccino,1,140,141.23
4860,2026-04-30,Coimbatore,Drive-Thru,Bakery,Brownie,2,110,218.15
4861,2026-04-30,Coimbatore,Drive-Thru,Coffee,Cappuccino,2,140,283.71
4862,2026-04-30,Coimbatore,Drive-Thru,Coffee,Espresso,1,120,120.58
4863,2026-04-30,Chennai,Flagship,Coffee,Filter Coffee,1,60,61.65
4864,2026-04-30,Chennai,Flagship,Coffee,Cold Brew,3,180,539.64
4865,2026-04-30,Chennai,Flagship,Bakery,Muffin,2,70,143.85
4866,2026-04-30,Chennai,Flagship,Coffee,Cappuccino,1,140,139.67
4867,2026-04-30,Chennai,Flagship,Coffee,Filter Coffee,1,60,59.36
4868,2026-04-30,Chennai,Flagship,Coffee,Espresso,1,120,119.18
4869,2026-04-30,Chennai,Flagship,Coffee,Filter Coffee,1,60,60.94
4870,2026-04-30,Chennai,Flagship,Coffee,Espresso,1,120,122.63
4871,2026-04-30,Chennai,Flagship,Bakery,Brownie,1,110,107.45
4872,2026-04-30,Chennai,Flagship,Merchandise,Tumbler,1,550,560.73
4873,2026-04-30,Chennai,Flagship,Merchandise,Coffee Beans Pack,2,450,913.32
4874,2026-04-30,Chennai,Flagship,Coffee,Cappuccino,2,140,274.75
4875,2026-04-30,Chennai,Flagship,Coffee,Filter Coffee,1,60,60.25
4876,2026-04-30,Chennai,Flagship,Bakery,Brownie,2,110,214.84
4877,2026-04-30,Chennai,Flagship,Coffee,Cold Brew,2,180,368.43
4878,2026-04-30,Chennai,Kiosk,Coffee,Espresso,1,120,121.14
4879,2026-04-30,Chennai,Kiosk,Bakery,Brownie,2,110,225.89
4880,2026-04-30,Chennai,Kiosk,Merchandise,Coffee Beans Pack,1,450,451.82
4881,2026-04-30,Chennai,Kiosk,Merchandise,Coffee Beans Pack,1,450,444.26
4882,2026-04-30,Chennai,Kiosk,Bakery,Brownie,1,110,111.44
4883,2026-04-30,Chennai,Kiosk,Coffee,Filter Coffee,1,60,60.8
4884,2026-04-30,Chennai,Kiosk,Bakery,Croissant,1,90,90.67
4885,2026-04-30,Chennai,Kiosk,Coffee,Cold Brew,3,180,526.59
4886,2026-04-30,Chennai,Kiosk,Merchandise,Coffee Beans Pack,3,450,1380.93
4887,2026-04-30,Chennai,Kiosk,Bakery,Muffin,3,70,216.19
4888,2026-04-30,Chennai,Kiosk,Bakery,Muffin,2,70,140.35
4889,2026-04-30,Chennai,Drive-Thru,Merchandise,Mug,2,350,703.91
4890,2026-04-30,Chennai,Drive-Thru,Merchandise,Coffee Beans Pack,2,450,920.88
4891,2026-04-30,Chennai,Drive-Thru,Merchandise,Tumbler,3,550,1681.98
4892,2026-04-30,Chennai,Drive-Thru,Coffee,Espresso,1,120,121.07
4893,2026-04-30,Chennai,Drive-Thru,Coffee,Cold Brew,2,180,367.61
4894,2026-04-30,Chennai,Drive-Thru,Coffee,Espresso,1,120,117.84
4895,2026-04-30,Chennai,Drive-Thru,Coffee,Cold Brew,2,180,359.82
4896,2026-04-30,Chennai,Drive-Thru,Coffee,Cold Brew,1,180,175.46
4897,2026-04-30,Chennai,Drive-Thru,Coffee,Filter Coffee,2,60,117.69
4898,2026-04-30,Chennai,Drive-Thru,Merchandise,Coffee Beans Pack,2,450,912.08
4899,2026-04-30,Chennai,Drive-Thru,Coffee,Filter Coffee,2,60,118.95
4900,2026-04-30,Chennai,Drive-Thru,Bakery,Croissant,1,90,92.57
4901,2026-04-30,Chennai,Drive-Thru,Coffee,Espresso,2,120,240.17
4902,2026-04-30,Chennai,Drive-Thru,Bakery,Brownie,1,110,109.96
4903,2026-04-30,Bengaluru,Flagship,Coffee,Espresso,1,120,118.37
4904,2026-04-30,Bengaluru,Flagship,Coffee,Espresso,2,120,246.59
4905,2026-04-30,Bengaluru,Flagship,Coffee,Espresso,2,120,241.07
4906,2026-04-30,Bengaluru,Flagship,Merchandise,Coffee Beans Pack,1,450,445.03
4907,2026-04-30,Bengaluru,Flagship,Coffee,Cold Brew,3,180,553.47
4908,2026-04-30,Bengaluru,Flagship,Bakery,Brownie,3,110,339.88
4909,2026-04-30,Bengaluru,Flagship,Merchandise,Mug,2,350,708.76
4910,2026-04-30,Bengaluru,Flagship,Merchandise,Tumbler,1,550,551.49
4911,2026-04-30,Bengaluru,Flagship,Coffee,Espresso,1,120,122.2
4912,2026-04-30,Bengaluru,Flagship,Coffee,Cappuccino,2,140,284.79
4913,2026-04-30,Bengaluru,Flagship,Bakery,Croissant,1,90,91.87
4914,2026-04-30,Bengaluru,Flagship,Merchandise,Tumbler,1,550,556.57
4915,2026-04-30,Bengaluru,Flagship,Coffee,Espresso,2,120,235.54
4916,2026-04-30,Bengaluru,Flagship,Bakery,Croissant,2,90,184.88
4917,2026-04-30,Bengaluru,Flagship,Merchandise,Tumbler,1,550,547.9
4918,2026-04-30,Bengaluru,Kiosk,Coffee,Cappuccino,1,140,140.69
4919,2026-04-30,Bengaluru,Kiosk,Bakery,Croissant,1,90,87.6
4920,2026-04-30,Bengaluru,Kiosk,Coffee,Cold Brew,1,180,184.61
4921,2026-04-30,Bengaluru,Kiosk,Coffee,Cold Brew,2,180,368.13
4922,2026-04-30,Bengaluru,Kiosk,Merchandise,Coffee Beans Pack,1,450,436.61
4923,2026-04-30,Bengaluru,Kiosk,Coffee,Espresso,1,120,121.64
4924,2026-04-30,Bengaluru,Kiosk,Coffee,Cappuccino,2,140,273.81
4925,2026-04-30,Bengaluru,Kiosk,Coffee,Filter Coffee,1,60,59.8
4926,2026-04-30,Bengaluru,Drive-Thru,Merchandise,Mug,1,350,341.41
